Time (TU),X (LU),Y (LU),Z (LU),VX (LU/TU),VY (LU/TU),VZ (LU/TU)
0.7354687726018942,0.9875740196944375,-0.00738308854462367,0.005628633641449183,-0.0534987570908389,1.4111309493710136,0.7244670387014385
0.7355368030976984,0.9875703964437749,-0.007286829111041461,0.005677720393930181,-0.05301815063208299,1.4187620481912318,0.7185906624613843
0.7356043748461838,0.9875668302983478,-0.007190704433605129,0.005726075726141525,-0.05253170360450626,1.4263542582827693,0.7126154334304097
0.7356714930007784,0.9875633209363857,-0.007094716799485638,0.005773702106521117,-0.05203943633007086,1.4339056850661864,0.7065416308262782
0.7357381626060429,0.9875598680399191,-0.00699886860787979,0.005820601988525494,-0.05154137254956468,1.441414420071001,0.7003695879166434
0.7358043885347593,0.9875564712977629,-0.006903162463155142,0.005866777769699277,-0.05103753998561724,1.4488785352213163,0.6940996993187102
0.735870175493111,0.9875531304048611,-0.006807601171561743,0.005912231800061078,-0.050527970423703744,1.4562960848624502,0.6877324224031006
0.7359355282251469,0.9875498450516713,-0.006712187445903752,0.005956966526229786,-0.05001269820199379,1.4636651303646837,0.6812682586817874
0.7360004512007184,0.9875466149397415,-0.006616924360909347,0.0060009842791596485,-0.04949176270835214,1.4709837065598217,0.6747077852832867
0.736064948823229,0.9875434397708577,-0.006521815053816568,0.00604428742146522,-0.04896520685546856,1.4782498468683738,0.6680516361844704
0.7361290254113494,0.9875403192477827,-0.006426862751510317,0.006086878337164494,-0.048433077271615,1.4854615830107007,0.6613005047783392
0.7361926851868837,0.9875372530746421,-0.0063320707891998005,0.0061287594262068035,-0.047895424450573654,1.4926169454736495,0.654455145948415
0.7362559323083739,0.9875342409551023,-0.006237442560937064,0.006169933129153571,-0.047352302511836766,1.4997139691748733,0.6475163731693577
0.7363187708020342,0.9875312825954625,-0.006142981623320857,0.006210401884727392,-0.04680376983149213,1.5067506876530974,0.6404850666997532
0.7363812046549818,0.9875283777000112,-0.006048691556352797,0.006250168193099798,-0.04624988827613716,1.5137251455224046,0.6333621639159216
0.7364432377216569,0.9875255259752262,-0.005954576104367172,0.006289234558257744,-0.045690724049732644,1.520635390039041,0.6261486702720451
0.7365048738613652,0.987522727123231,-0.005860638967722796,0.006327603577454682,-0.04512634648270308,1.5274794885155074,0.6188456437750331
0.7365661168391989,0.9875199808462592,-0.005766883951803145,0.0063652778799543775,-0.0445568289154971,1.5342555193307021,0.6114542063779053
0.7366269704244358,0.9875172868421,-0.00567331481569721,0.0064022601893830204,-0.04398224778293434,1.5409615849114362,0.6039755321091655
0.7366874382852125,0.9875146448087256,-0.005579935432147747,0.00643855326012842,-0.04340268357610467,1.5475958021556901,0.5964108595235922
0.7367475240712473,0.9875120544405049,-0.005486749659393815,0.006474159929177221,-0.04281822004629762,1.5541563136556926,0.588761481309821
0.7368072314675068,0.9875095154259357,-0.005393761255032357,0.006509083147250992,-0.042228943621514164,1.560641295515341,0.5810287365083944
0.7368665640858264,0.9875070274523201,-0.005300974041737344,0.006543325914451172,-0.04163494440565797,1.5670489474916904,0.5732140234536284
0.7369255255637585,0.9875045902015561,-0.005208391751100116,0.006576891338034541,-0.041036315145947265,1.5733775056893287,0.5653187860799853
0.736984119498309,0.9875022033529643,-0.005116018124508678,0.006609782593412023,-0.04043315182242188,1.579625237282889,0.557344521491448
0.7370423495422173,0.987499866579408,-0.005023856758770365,0.006642002977491388,-0.03982555258088042,1.5857904526273068,0.5492927656624292
0.737100219352163,0.9874975795495773,-0.004931911183910014,0.006673555877128914,-0.03921361815602157,1.5918715013711564,0.5411650987564939
0.7371577325147743,0.9874953419309488,-0.00484018497840374,0.006704444728126112,-0.03859745257293184,1.597866766438743,0.5329631542345482
0.7372148928008054,0.9874931533800133,-0.004748681360768148,0.006734673149974718,-0.03797716032149869,1.6037746921188096,0.5246885809829933
0.7372717038749389,0.9874910135537921,-0.004657403648445394,0.006764244786758788,-0.03735284933622047,1.6095937551853912,0.5163430826539538
0.7373281695729248,0.987488922099441,-0.004566354810526358,0.006793163450576611,-0.03672462786079618,1.6153224948341094,0.5079283755153534
0.7373842936547248,0.9874868786638172,-0.004475537860383909,0.006821432989159833,-0.03609260701919047,1.6209594885330088,0.49944622246402043
0.7374400799739089,0.9874848828873621,-0.004384955579775535,0.006849057370222775,-0.03545689881298601,1.6265033704273615,0.4908984058956742
0.7374955324358162,0.9874829344059882,-0.0042946105820934445,0.006876040655163861,-0.03481761642891292,1.6319528279314388,0.48228673142672757
0.7375506549736983,0.9874810328522015,-0.0042045053477169705,0.006902386983283294,-0.0341748743674376,1.6373066002074637,0.4736130292606012
0.737605451616159,0.9874791778530776,-0.0041146421103070464,0.006928100599561279,-0.033528787506224414,1.642563485403981,0.46487914117461365
0.7376599264462426,0.9874773690320693,-0.004025022919666227,0.006953185829357225,-0.03287947140872781,1.6477223370912064,0.4560869242669038
0.7377140835738676,0.9874756060102321,-0.003935649684009156,0.006977647061094042,-0.03222704250276067,1.6527820621061171,0.4472382529985365
0.7377679271901936,0.9874738884047616,-0.0038465240773996497,0.007001488766217268,-0.03157161727731215,1.657741625989686,0.4383350079276646
0.7378214615432738,0.987472215830183,-0.003757647576605952,0.007024715482352123,-0.030913312411709498,1.6626000507819059,0.42937907705258327
0.7378746909239372,0.9874705878991417,-0.003669021481815847,0.0070473318019581045,-0.030252244796455687,1.6673564137940402,0.42037235571305337
0.7379276196845399,0.9874690042221698,-0.0035806468829752748,0.007069342375179872,-0.029588531151461372,1.6720098492494042,0.4113167410146796
0.7379802522503334,0.9874674644077454,-0.003492524638162098,0.007090751908632017,-0.028922287726341728,1.676559549012232,0.40221412734938944
0.7380325931364059,0.9874659680622434,-0.0034046553424899348,0.007111565165672553,-0.02825362992366333,1.6810047635607481,0.3930664008478123
0.7380846468906631,0.987464514792,-0.003317039421442613,0.007131786937273795,-0.027582672871287104,1.6853447965681843,0.3838754468220777
0.7381364180462227,0.9874631042048962,-0.0032296772100030295,0.007151422019501016,-0.026909531914004147,1.6895790006655942,0.3746431561806697
0.7381879113031773,0.9874617359057337,-0.0031425686446410308,0.007170475277410739,-0.026234320118914786,1.6937067917753252,0.3653713908770083
0.7382391313379303,0.987460409501867,-0.0030557135832862334,0.007188951566188917,-0.025557150609109524,1.6977276326239674,0.3560620155506085
0.7382900828911592,0.9874591246011317,-0.002969111656031276,0.007206855759491607,-0.02487813529724643,1.7016410392150945,0.3467168798350786
0.7383407707275061,0.9874578808132348,-0.0028827623326657488,0.0072241927295823545,-0.024197385296022847,1.7054465768053328,0.3373378236820994
0.7383911997166339,0.9874566777481264,-0.0027966647838887615,0.00724096736952402,-0.023515009709484398,1.7091438650018793,0.3279266603972228
0.7384413747084287,0.9874555150194039,-0.0027108180934977536,0.0072571845452236525,-0.022831117196494062,1.7127325673692797,0.31848519788310997
0.738491300611407,0.9874543922427028,-0.0026252211247248386,0.0072728491173382126,-0.022145814813490768,1.7162123962810036,0.30901522241388524
0.7385409823583484,0.9874533090368289,-0.0025398725789876997,0.007287965924972676,-0.021459208380062936,1.7195831093002028,0.29951850340595204
0.7385904249062881,0.9874522650240335,-0.002454770996321945,0.00730253978131654,-0.02077140238926104,1.7228445081080435,0.2899967919285531
0.7386396332432832,0.98745125983015,-0.0023699147442670238,0.007316575471211127,-0.02008249982735192,1.7259964378016552,0.28045181796794877
0.7386886124499391,0.9874502930836951,-0.0022853019120903746,0.007330077763197774,-0.019392601221223823,1.729038789407103,0.2708852769804178
0.7387373674745229,0.9874493644205778,-0.0022009307001421693,0.007343051343226063,-0.018701807730463746,1.7319714846664753,0.26129887255081996
0.7387859033487185,0.9874484734799377,-0.0021167990488466636,0.007355500872255861,-0.018010218057735568,1.7347944886417181,0.251694273378924
0.7388342251588501,0.9874476199051087,-0.0020329046889363965,0.00736743097230107,-0.01731792877160338,1.7375078062317035,0.24207311752699495
0.7388823379414383,0.9874468033457182,-0.0019492453240371,0.007378846196587534,-0.01662503574203874,1.740111474967712,0.2324370321838484
0.7389302467170088,0.9874460234571467,-0.0018658185740764823,0.0073897510366105375,-0.015931633620708364,1.7426055661166042,0.22278762630353666
0.7389779565914855,0.9874452798990919,-0.0017826218002815009,0.007400149941712211,-0.015237814324398193,1.7449901886630435,0.21312646933929705
0.7390254726514698,0.9874445723375501,-0.0016996522889857516,0.007410047290910628,-0.014543668500124774,1.747265482345235,0.20345511146937337
0.7390727999364681,0.9874439004452911,-0.0016169073024046993,0.00741944738578015,-0.01384928590557446,1.7494316154280602,0.19377508878223823
0.7391199435663347,0.9874432639001703,-0.0015343838579417119,0.007428354473595736,-0.013154753511372276,1.7514887894353361,0.18408789670298586
0.739166908496161,0.9874426623886108,-0.0014520791592527351,0.0074367726981735644,-0.012460159082827606,1.753437227183943,0.17439503983164284
0.7392136997384974,0.9874420956025586,-0.0013699902099211163,0.007444706142012446,-0.011765587897703373,1.7552771818584931,0.16469798608288105
0.7392603223410718,0.9874415632400684,-0.0012881138542198735,0.00745215881769121,-0.011071123042019697,1.757008934392449,0.1549981706900858
0.7393067813566444,0.9874410650058717,-0.00120644683207788,0.00745913465949603,-0.010376845836245544,1.7586327908664265,0.14529700205544213
